"Name","State","Notes","User","Tags","Created","Runtime","Sweep","balanced","batch_size","epochs","hidden_layer","learning_rate","minority_weight","optimizer","remove_frequency","weight_decay","Epoch","Test Accuracy","Test F1-score","Test Precision","Test Recall","Test loss","Train Accuracy","Train F1-score","Train Precision","Train Recall","Train loss"
"11/08-00:21:35 - Trial_99","finished","-","","","2024-11-08T06:09:04.000Z","25","","true","96","44","512","0.000029651088763479983","1.2328981628791933","Adadelta","0","0.00009375764515111596","11","0.7469214437367303","0.44649420301285586","0.4837269001546245","0.49784849344921833","0.8305658435821534","0.7457195415310599","0.44899956798654006","0.5224641074435334","0.5024362977350978","0.8348088167809151"
"11/08-00:21:35 - Trial_98","finished","-","","","2024-11-08T06:08:20.000Z","43","","false","96","46","512","0.00001001032854469229","1.353470490492025","RMSprop","0","0.00019718088255263517","38","0.802547770700637","0.7215763546798029","0.7205881459612803","0.7225915997155771","0.5624723029136658","0.8587802462148012","0.8134715110866622","0.8097978916339575","0.817425337150784","0.4689878889837781"
"11/08-00:21:35 - Trial_97","finished","-","","","2024-11-08T06:07:37.000Z","41","","true","96","48","512","0.000012746128675693034","1.515913932641324","RMSprop","0","0.0001106564052422872","36","0.7987261146496816","0.71301575254984","0.717184552504716","0.7092809188920621","0.5420598363876343","0.8873638035941701","0.8502273002717209","0.8471567805564522","0.8534588247937881","0.3775752005544869"
"11/08-00:21:35 - Trial_96","finished","-","","","2024-11-08T06:06:45.000Z","50","","true","96","47","512","0.000010080415575884204","1.6244191429175725","RMSprop","0","0.00014762266333649538","47","0.7983014861995754","0.7188339586494579","0.7329858165401225","0.708751909854851","0.5324691128730774","0.8783076269987264","0.832044098614573","0.8353975611989023","0.8288609213989613","0.3786078103490778"
"11/08-00:21:35 - Trial_95","finished","-","","","2024-11-08T06:05:57.000Z","46","","true","96","46","512","0.000010774685373536616","1.3947845732264614","RMSprop","0","0.00013943461587120662","43","0.808067940552017","0.7390712204228749","0.7405173230117301","0.7376782083348767","0.5573518323898315","0.8893448422244233","0.8530265958748255","0.8460664470693007","0.8608659061399716","0.386437391912615"
"11/08-00:21:35 - Trial_94","finished","-","","","2024-11-08T06:05:19.000Z","36","","true","96","44","256","0.000010417932621051792","1.3935472977504073","RMSprop","0","0.0001396036404688504","41","0.802547770700637","0.7281478754411709","0.7300075075075075","0.7263782048755881","0.5687184965610504","0.8682609310881563","0.8225774478951905","0.8212823350646884","0.8239027684362954","0.4603054253636179"
"11/08-00:21:35 - Trial_93","finished","-","","","2024-11-08T06:04:42.000Z","35","","true","96","44","256","0.0000124257267952022","1.0961889355780727","RMSprop","0","0.0001431341504556573","39","0.79447983014862","0.7305655046690445","0.7268058008738496","0.7348180358730929","0.6184092164039612","0.8593462572520164","0.8155036929738524","0.805209935513719","0.82839570458721","0.502223103433042"
"11/08-00:21:35 - Trial_92","finished","-","","","2024-11-08T06:04:07.000Z","34","","true","96","44","256","0.000012291210186870048","1.284631713305525","RMSprop","0","0.00021687845108740088","37","0.7991507430997877","0.735392567004356","0.7352635327635327","0.7355220926297056","0.5939423418045044","0.8664213952172067","0.8207569252263629","0.8148294729285941","0.827388985280199","0.4614381318962252"
"11/08-00:21:35 - Trial_91","finished","-","","","2024-11-08T06:03:32.000Z","33","","true","96","42","256","0.000014339931936947532","1.0913775877927834","RMSprop","0","0.00019009067353844284","35","0.7991507430997877","0.735392567004356","0.7307148626817448","0.7408183584264205","0.6110221672058106","0.8716569973114475","0.8339397858471442","0.8206917743732585","0.8516032611711828","0.46453806033005585"
"11/08-00:21:35 - Trial_90","finished","-","","","2024-11-08T06:03:05.000Z","26","","false","64","35","320","0.00005787031466704045","1.2179692559552513","RMSprop","1","0.00043873344461666544","17","0.79447983014862","0.7215876893014167","0.717211585026214","0.7266202423199126","0.6009959336873647","0.9175038913258808","0.8933344962807817","0.8798257988959675","0.9102789885777034","0.3180911613477243"
"11/08-00:21:35 - Trial_89","finished","-","","","2024-11-08T06:02:37.000Z","26","","true","128","51","256","0.000023318541190281495","1.0972697862716203","RMSprop","4","0.0009669064950580888","28","0.7851380042462845","0.7213145502135692","0.7151129338478461","0.7291769799586952","0.6416825871718558","0.8592047544927126","0.8177007710624038","0.8049524950259872","0.8348767231801228","0.4801024810544082"
"11/08-00:21:35 - Trial_88","finished","-","","","2024-11-08T06:02:08.000Z","28","","true","160","33","320","0.000016578367885226425","1.1918161996751466","RMSprop","2","0.0017874626946336716","33","0.7906581740976646","0.7175710156195076","0.7145533340239649","0.720899410808494","0.5896678368250529","0.8607612848450544","0.8164931364450199","0.8093839679814963","0.8247246277686029","0.48337603873676727"
"11/08-00:21:35 - Trial_87","finished","-","","","2024-11-08T06:01:46.000Z","20","","true","192","41","256","0.00004843116937739427","1.3217744527724855","SGD","0","0.0005625181618310299","14","0.7554140127388536","0.43033381712627","0.3777070063694268","0.5","0.8110856734789335","0.7563322484788454","0.4306316467934257","0.3781661242394227","0.5","0.8115513308628185"
"11/08-00:21:35 - Trial_86","finished","-","","","2024-11-08T06:01:19.000Z","25","","true","128","38","256","0.000019944272071505296","1.000728895334886","RMSprop","1","0.0012556401867855687","23","0.7766454352441614","0.7109078026631218","0.7020999243671309","0.7240391558064936","0.6459822278273734","0.8519881137682185","0.8079868979526104","0.7974040319026252","0.8215858491897898","0.5520468348903316"
"11/08-00:21:35 - Trial_85","finished","-","","","2024-11-08T06:00:48.000Z","29","","true","160","45","256","0.00003222614850800195","1.4091215975209137","RMSprop","2","0.00032195273816790925","37","0.8","0.7225939598683403","0.7274627512198312","0.7183069314308799","0.5651362478733063","0.8853827649639168","0.8479344608250468","0.8413265179599059","0.8553503332297019","0.3939734869533114"
"11/08-00:21:35 - Trial_84","finished","-","","","2024-11-08T06:00:13.000Z","34","","true","128","46","256","0.000012121879857968155","1.5390246058645145","RMSprop","4","0.0008740237723836534","44","0.7872611464968153","0.7000209756872715","0.7141070318574525","0.6902913966945012","0.5501365645935661","0.8570822131031555","0.7996803381287292","0.8090244115706","0.7916683860107614","0.4606988531138216"
"11/08-00:21:35 - Trial_83","finished","-","","","2024-11-08T05:59:42.000Z","30","","true","160","43","256","0.00002652650117680833","1.0848934715809668","RMSprop","3","0.00024170035987593105","38","0.7881104033970276","0.7202318812977258","0.7096192572472253","0.736556779237252","0.6102699200312297","0.8616103014008774","0.8235252933786806","0.810802318349005","0.8407919069440154","0.4823490096463097"
"11/08-00:21:35 - Trial_82","finished","-","","","2024-11-08T05:59:15.000Z","25","","true","128","41","256","0.000016888470678210398","1.2567164614246904","RMSprop","0","0.00017682936040235253","21","0.7983014861995754","0.7137327660663446","0.7122254338785019","0.715306505429784","0.6080622202471683","0.8508560916937881","0.8001002528919186","0.8016136619131771","0.7986306991800303","0.547183303960732"
"11/08-00:21:35 - Trial_81","finished","-","","","2024-11-08T05:58:47.000Z","27","","true","160","48","256","0.000013258786243834637","1.138472815060397","RMSprop","3","0.0004921927820188872","32","0.7995753715498939","0.7179308636762269","0.7214539365418483","0.7147216079276657","0.6288910984992981","0.8423659261355596","0.7910186167360561","0.7868840116403788","0.7955510098478356","0.5635139279895358"
"11/08-00:21:35 - Trial_80","finished","-","","","2024-11-08T05:58:12.000Z","33","","true","160","47","320","0.000021409799635285183","1.0172879737267488","Adadelta","3","0.00034329553048375715","47","0.478556263269639","0.4639298096800121","0.5342558304354826","0.5459216092079225","0.8674713333447774","0.4911560775435121","0.47896482727411255","0.5431397306748308","0.5556140069079393","0.8757698933283488"
"11/08-00:21:35 - Trial_79","finished","-","","","2024-11-08T05:57:39.000Z","32","","true","160","47","256","0.000021546273027628833","1.0920886591838928","RMSprop","3","0.00034178716224566436","41","0.7961783439490446","0.7325018741906903","0.7244100765306123","0.7432538263870098","0.6034073313077291","0.8809961794254988","0.8480165502180336","0.8326574293610932","0.8695157149937989","0.42948429849412706"
"11/08-00:21:35 - Trial_78","finished","-","","","2024-11-08T05:57:10.000Z","28","","true","64","40","256","0.00004577584600634","1.8307499259105828","RMSprop","1","0.0006922138437881011","21","0.7932059447983015","0.7001357760294258","0.7170912951167728","0.6888847271629099","0.49032816129761775","0.9142493278618932","0.8812102864865045","0.8905643722144241","0.8728793068249443","0.28271450343969706"
"11/08-00:21:35 - Trial_77","finished","-","","","2024-11-08T05:56:45.000Z","23","","true","192","45","512","0.00010809007175379989","1.6702480774461197","RMSprop","0","0.0013946004971365357","16","0.7868365180467092","0.7066959687039158","0.7101525576554171","0.703580850024426","0.547893728201206","0.9370312721098062","0.9150308880216036","0.913039767630656","0.917072504005338","0.25036564187423604"
"11/08-00:21:35 - Trial_76","finished","-","","","2024-11-08T05:56:12.000Z","31","","true","256","43","320","0.00003176966177029459","1.3225545809141568","RMSprop","1","0.00239215539919717","38","0.7927813163481954","0.7215680801949054","0.728915144704692","0.7155678531618113","0.6142349183559418","0.8925994056884109","0.8563509753578127","0.8477190634962417","0.866329248068422","0.3796902894973755"
"11/08-00:21:35 - Trial_75","finished","-","","","2024-11-08T05:55:49.000Z","21","","true","128","42","256","0.0000672640164675146","1.1916203228216893","SGD","0","0.0005781466829777886","14","0.7346072186836518","0.44865521505209194","0.4851271916489307","0.4974371636974699","0.8383880194864775","0.7399179283996038","0.4532911594861693","0.4986469445250395","0.49976545702948527","0.8346252026302474"
"11/08-00:21:35 - Trial_74","finished","-","","","2024-11-08T05:55:15.000Z","33","","true","96","39","320","0.000038866981545533915","1.4144071314815976","RMSprop","1","0.0002658672968572741","31","0.7966029723991508","0.716108608285523","0.7146401278088146","0.7176415429063814","0.5608199346065521","0.9142493278618932","0.8878845996770525","0.8791808615338027","0.8978731229285739","0.31876599889349294"
"11/08-00:21:35 - Trial_73","finished","-","","","2024-11-08T05:54:47.000Z","27","","true","160","37","256","0.000025462398975164356","1.2518831944179545","RMSprop","0","0.0044756192297740445","28","0.79447983014862","0.7241684058094467","0.7196173432160908","0.7294406429309669","0.5946800589561463","0.8650063676241687","0.8215636423691723","0.815315856063406","0.8286325096875649","0.4733314322100745"
"11/08-00:21:35 - Trial_72","finished","-","","","2024-11-08T05:54:19.000Z","26","","true","96","44","256","0.000019567363358147154","1.1253579752177534","RMSprop","0","0.0008085419571926003","21","0.8","0.7232815881549486","0.7164566130667827","0.7317187903851123","0.6082844865322113","0.8483090420263195","0.8042416668992255","0.7957703633728719","0.8146125816447909","0.527490146659516"
"11/08-00:21:35 - Trial_71","finished","-","","","2024-11-08T05:53:47.000Z","31","","true","128","42","256","0.0000212882251564012","1.0016310429144557","RMSprop","0","0.0006145750961658729","33","0.7932059447983015","0.726354163758739","0.721174215112542","0.7325200815602212","0.6402408135564703","0.8826942125371445","0.8502859266098489","0.8341203328988253","0.873343045811426","0.4422491964484964"
"11/08-00:21:35 - Trial_70","finished","-","","","2024-11-08T05:53:26.000Z","19","","true","224","40","256","0.000013285733306334216","1.4929074596035268","RMSprop","2","0.0010089183730220698","11","0.7596602972399151","0.4317084942084942","0.3798301486199576","0.5","0.687478092583743","0.7549172208858073","0.43017255281406225","0.3774586104429036","0.5","0.6772314514964819"
"11/08-00:21:35 - Trial_69","finished","-","","","2024-11-08T05:52:53.000Z","31","","true","192","35","320","0.00001046085233901772","1.1157454069457702","RMSprop","1","0.003322388515000298","35","0.7949044585987262","0.7183126669590527","0.7171384490490791","0.7195287878848245","0.6228691660440885","0.845761992358851","0.7972440779076659","0.7906251838667165","0.8049385821992205","0.5572974335502934"
"11/08-00:21:35 - Trial_68","finished","-","","","2024-11-08T05:52:18.000Z","33","","true","160","45","256","0.00002123988577569971","1.3402504149152086","Adadelta","2","0.00186919093126534","45","0.5316348195329087","0.47088041055800905","0.4929039011783981","0.49029715436917654","0.8164012630780538","0.5205886514787038","0.4619503096657048","0.4809846505779729","0.475077632837335","0.8238950649897258"
"11/08-00:21:35 - Trial_67","finished","-","","","2024-11-08T05:51:52.000Z","25","","true","160","42","256","0.00005663278092454671","1.676313099703414","RMSprop","0","0.0006422245418550598","21","0.8093418259023355","0.7235338058258975","0.7473643455317196","0.7087237531411048","0.5050460914770762","0.9091552285269564","0.8752813788553521","0.87886133181608","0.8718683950197632","0.32376644710699715"
"11/08-00:21:35 - Trial_66","finished","-","","","2024-11-08T05:51:18.000Z","33","","true","160","38","512","0.00003365462441301493","1.4797776456132476","RMSprop","1","0.0010283147052955667","29","0.7949044585987262","0.7196722220510766","0.7225612739469149","0.7170097341462323","0.5478786726792654","0.9201924437526532","0.893919389351985","0.8862507838822336","0.902498629964205","0.31088899506462947"
"11/08-00:21:35 - Trial_65","finished","-","","","2024-11-08T05:50:52.000Z","24","","true","192","44","256","0.000043974825029063746","1.148783515823134","RMSprop","0","0.00557109741167617","19","0.7940552016985138","0.7253291637217822","0.7216037382612017","0.7295291483773159","0.6228207533176129","0.8567992075845479","0.8139663686093148","0.8029544901694325","0.8281498543128286","0.49215391036626455"
"11/08-00:21:35 - Trial_64","finished","-","","","2024-11-08T05:50:25.000Z","26","","true","160","41","256","0.000026153968124518458","1.3603092585533485","RMSprop","2","0.0016374096566349997","30","0.7957537154989385","0.7167042350247806","0.7269832759561299","0.7087953553924632","0.5846866945425669","0.8722230083486628","0.8294212949604057","0.8230193566127426","0.8366310931893183","0.4336098896132575"
"11/08-00:21:35 - Trial_63","finished","-","","","2024-11-08T05:49:57.000Z","26","","true","160","42","256","0.0000249425688276591","1.127465056162379","RMSprop","0","0.0012736010100804112","27","0.7936305732484077","0.730904981971459","0.7276314228626293","0.7345516615737204","0.6025546590487162","0.8699589641998019","0.8282684260328337","0.8184646813900558","0.8401936771666266","0.47459064192242095"
"11/08-00:21:35 - Trial_62","finished","-","","","2024-11-08T05:49:25.000Z","30","","true","192","39","256","0.000012884248173932125","1.0420170794951291","RMSprop","1","0.0023643952005309677","31","0.7919320594479831","0.7194530994725294","0.7143012311294175","0.7255713010466447","0.6554353328851553","0.8419414178576482","0.7901040580222288","0.7863119011533495","0.7942281025554307","0.5965234065378034"
"11/08-00:21:35 - Trial_61","finished","-","","","2024-11-08T05:48:47.000Z","35","","true","160","42","256","0.000012560727798768162","1.1215500293456853","RMSprop","1","0.0016998712187051986","42","0.7898089171974523","0.7275165030483979","0.7216107173838322","0.7348349803818789","0.6253218452135721","0.8609027876043582","0.8169809846894035","0.8074306400853591","0.8286843488231708","0.4996793468793233"
"11/08-00:21:35 - Trial_60","finished","-","","","2024-11-08T05:48:13.000Z","32","","true","128","37","256","0.000019525476174732156","1.4464655129118933","RMSprop","0","0.0007540094740754805","36","0.7919320594479831","0.7140562555506217","0.7167678869971681","0.7115497617242819","0.5613887576680434","0.8855242677232206","0.8460651411851863","0.8435183866745517","0.8487202860568968","0.4037905079977853"
"11/08-00:21:35 - Trial_59","finished","-","","","2024-11-08T05:47:41.000Z","30","","true","160","38","256","0.000016758222529495513","1.418150500887996","RMSprop","1","0.0006329729404993052","34","0.8055201698513801","0.7276937012994882","0.7282771126054708","0.7271191135734072","0.5547849198182424","0.8638743455497382","0.8180347675454374","0.8166045845882972","0.8195033843098636","0.4599989334742228"
"11/08-00:21:35 - Trial_58","finished","-","","","2024-11-08T05:47:12.000Z","26","","true","128","50","256","0.00003662242982882815","1.2058228350631142","RMSprop","0","0.0004175909359755892","25","0.78895966029724","0.7207351527476247","0.7167311578635871","0.7253277655860252","0.5918044777292955","0.9016555822838546","0.8716258450620384","0.8591935165886035","0.8870937735135112","0.3760967909225395"
"11/08-00:21:35 - Trial_57","finished","-","","","2024-11-08T05:46:38.000Z","32","","true","160","49","256","0.00001526536027013766","1.245181538105793","RMSprop","1","0.0003770735405525151","40","0.8021231422505308","0.7253678678678678","0.7267992948879376","0.7239902506963788","0.5880974729855856","0.8654308759020801","0.824652666032231","0.8151100818110143","0.836328718752571","0.4608058326774173"
"11/08-00:21:35 - Trial_56","finished","-","","","2024-11-08T05:46:03.000Z","33","","true","128","43","256","0.000010011779555231676","1.0082920878632793","RMSprop","0","0.0005095483042321013","38","0.7859872611464969","0.7111008990308693","0.7043643740231014","0.7197257567423274","0.6700097322463989","0.8430734399320787","0.7919178903684647","0.7887188801582851","0.7953486430843131","0.6183485048157829"
"11/08-00:21:35 - Trial_55","finished","-","","","2024-11-08T05:45:34.000Z","27","","true","128","42","256","0.000015271735563022607","1.0392494533068468","RMSprop","0","0.00042170894557491673","27","0.7953290870488323","0.7262510201286085","0.7167080745341615","0.7396666754863909","0.6270754368681657","0.8498655723786613","0.8066850115254152","0.7966500819974401","0.8194917905803445","0.553274853421109"
"11/08-00:21:35 - Trial_54","finished","-","","","2024-11-08T05:44:57.000Z","35","","true","64","43","256","0.000015158658611294284","1.2896972890972125","RMSprop","0","0.0004220304186663277","32","0.7953290870488323","0.7262510201286085","0.7244919444215814","0.7281076413200765","0.5782547319257582","0.8740625442196123","0.833779380496042","0.8252975637211579","0.8437629851242416","0.4307185177867477"
"11/08-00:21:35 - Trial_53","finished","-","","","2024-11-08T05:44:27.000Z","28","","true","192","44","512","0.00002437963858084725","1.1796770938315442","RMSprop","0","0.00022521704307089328","24","0.780891719745223","0.7102199236143172","0.7099876515684223","0.7104540679908327","0.6185707312363845","0.8856657704825244","0.8481400121059579","0.8392471694955139","0.8585558537528413","0.42538994470158137"
"11/08-00:21:35 - Trial_52","finished","-","","","2024-11-08T05:43:52.000Z","33","","true","160","44","512","0.000025393622100229697","1.1691742542088308","RMSprop","0","0.00016783424522538474","28","0.7983014861995754","0.7281993989224924","0.7262665058160599","0.7302466182163322","0.5985559264818827","0.9015140795245508","0.8723257259833965","0.8587166945719902","0.8897471689197647","0.37701460984018115"
"11/08-00:21:35 - Trial_51","finished","-","","","2024-11-08T05:43:20.000Z","30","","true","160","47","256","0.000016190917732228278","1.2840955478390903","RMSprop","1","0.00007777922144156814","35","0.7953290870488323","0.7230639287052651","0.7260691155386365","0.720303984521341","0.6010292768478394","0.867694920050941","0.821815159808811","0.8182603627039717","0.8256081110278395","0.46885854072040983"
"11/08-00:21:35 - Trial_50","finished","-","","","2024-11-08T05:43:00.000Z","19","","false","128","54","384","0.0015073606858005354","3.7711385189366022","Adagrad","5","0.009975935084610258","12","0.7838641188959661","0.6630915491473259","0.7140422535211267","0.6459355644115812","0.4340270020459828","0.8436394509692939","0.7511748563143996","0.8202134144026965","0.7211965972014948","0.359196880034038"
"11/08-00:21:35 - Trial_49","finished","-","","","2024-11-08T05:42:36.000Z","23","","true","32","49","448","0.00017770598257227935","1.4729614575531167","SGD","6","0.0013561049710298166","11","0.7643312101910829","0.4332129963898917","0.3821656050955414","0.5","0.7343395642332129","0.7530776850148578","0.43069538784836503","0.5433838455365151","0.500198066064839","0.7383620809106266"
"11/08-00:21:35 - Trial_48","finished","-","","","2024-11-08T05:42:15.000Z","19","","true","192","34","384","0.0004986165747059278","1.737703186609474","RMSprop","2","0.000025763062148434457","13","0.778343949044586","0.6912075888012732","0.6964254781220742","0.6867879036274998","0.7260291622235224","0.9811801330125938","0.9748283000297616","0.9691396710619054","0.9808827099572754","0.10881435911397676"
"11/08-00:21:35 - Trial_47","finished","-","","","2024-11-08T05:41:56.000Z","18","","false","256","30","448","0.00005807005996935205","1.984007947435468","Adagrad","4","0.00005492766691877693","11","0.7520169851380043","0.4292292777508483","0.37600849256900215","0.5","0.6042523741722107","0.7574642705532758","0.43099838969404186","0.3787321352766379","0.5","0.6026333208595004"
"11/08-00:21:35 - Trial_46","finished","-","","","2024-11-08T05:41:16.000Z","39","","true","160","47","320","0.000010631168797575102","1.2969302165283092","RMSprop","1","0.00008619723197465947","47","0.7932059447983015","0.719365776466987","0.7269771966154892","0.7131766381766382","0.5917812605698903","0.8753360690533465","0.8319108315936612","0.8270392103255949","0.8372188441212817","0.4467595113648309"
"11/08-00:21:35 - Trial_45","finished","-","","","2024-11-08T05:40:42.000Z","33","","true","224","42","384","0.000031005980183846725","1.5317923504444109","Adadelta","2","0.00013701275529432225","42","0.6653927813163482","0.4780068318676472","0.4802799603077774","0.48573650130015805","0.7833204702897505","0.6671855101174473","0.48342094657105","0.4867909218624945","0.49041466970025493","0.7855522446334362"
"11/08-00:21:35 - Trial_44","finished","-","","","2024-11-08T05:40:22.000Z","19","","false","192","39","448","0.0001928399452979033","1.0447627364888668","RMSprop","5","0.000013516146639108683","14","0.7876857749469215","0.714721393642321","0.7142296357603088","0.7152209810587664","0.7654305421389066","0.9514645535587944","0.9366441220953656","0.9216886901045572","0.95509648861069","0.2324121626647743"
"11/08-00:21:35 - Trial_43","finished","-","","","2024-11-08T05:40:00.000Z","20","","false","128","45","384","0.00008791341016609996","1.7501212911976076","RMSprop","3","0.00003555368025528201","14","0.8076433121019109","0.7171603167823541","0.7368815669727806","0.704083360062725","0.4740957429534511","0.9101457478420828","0.877941707937822","0.8802926734109171","0.8756649691124727","0.29669042783124105"
"11/08-00:21:35 - Trial_42","finished","-","","","2024-11-08T05:39:32.000Z","26","","false","160","40","384","0.000015277888909906253","1.3865241330332816","RMSprop","4","0.0000208303171392858","30","0.7953290870488323","0.7141500881390077","0.7253528047901558","0.7057095368278485","0.5818137725194296","0.8546766661949908","0.800851537115097","0.8027650839983715","0.7990037370088222","0.4891319188806746"
"11/08-00:21:35 - Trial_41","finished","-","","","2024-11-08T05:39:08.000Z","22","","false","192","41","384","0.00007960883802212137","1.7393366812100612","RMSprop","5","0.00002224674000207591","22","0.79447983014862","0.7133261033154796","0.7213902009914075","0.7068058214049961","0.5060812051479633","0.9293901231074004","0.9046087185744136","0.902662301373226","0.9066049316939296","0.2493941820151097"
"11/08-00:21:35 - Trial_40","finished","-","","","2024-11-08T05:38:39.000Z","27","","false","32","28","320","0.00004262435686951259","1.1052775887103152","Adagrad","1","0.000033952797572357066","11","0.743524416135881","0.42644909887968824","0.3717622080679405","0.5","0.8303711857344653","0.760294325739352","0.4319131832797427","0.380147162869676","0.5","0.8079734808718997"
"11/08-00:21:35 - Trial_39","finished","-","","","2024-11-08T05:38:19.000Z","18","","false","128","25","256","0.002620129191544719","3.4293611238359847","SGD","5","0.000014745012797609688","11","0.7554140127388536","0.43033381712627","0.3777070063694268","0.5","0.5510779242766531","0.7563322484788454","0.4306316467934257","0.3781661242394227","0.5","0.5449618180947644"
"11/08-00:21:35 - Trial_38","finished","-","","","2024-11-08T05:37:57.000Z","20","","false","224","34","384","0.04400593506907652","1.36763744587728","RMSprop","3","0.00010555443995123455","16","0.7774946921443737","0.6823223762930866","0.6887434627410831","0.6770828548776517","0.8697594404220581","0.9567001556530352","0.938997225328385","0.9623827576010286","0.9202385833651656","0.2688315757550299"
"11/08-00:21:35 - Trial_37","finished","-","","","2024-11-08T05:37:36.000Z","20","","false","256","38","320","0.000017967865331392962","2.187760620841253","Adadelta","4","0.00006157048215728028","15","0.5970276008492569","0.5109511604350311","0.5140442400272026","0.5166543833214037","0.6882442533969879","0.5937455780387717","0.4963273553927759","0.4998884635484472","0.49986823389792057","0.6875443905591965"
"11/08-00:21:35 - Trial_36","finished","-","","","2024-11-08T05:37:01.000Z","33","","false","224","36","448","0.00002924475966950733","2.48611779802696","RMSprop","1","0.000016624833544553806","32","0.8169851380042463","0.7115027958510043","0.7698329501829566","0.6876160234489497","0.4003416055982763","0.9006650629687278","0.8550978002822668","0.8889276174849721","0.8316787058500527","0.2659784839488566"
"11/08-00:21:35 - Trial_35","finished","-","","","2024-11-08T05:36:32.000Z","27","","false","224","37","384","0.000027036987494252585","1.4093261313862688","RMSprop","4","0.000019822893820407917","30","0.8033970276008493","0.7319237571019497","0.7323421502715228","0.7315100955761664","0.5462909476323561","0.8606197820857506","0.8126483980646009","0.8104670462062504","0.8149213634953991","0.4510964332148433"
"11/08-00:21:35 - Trial_34","finished","-","","","2024-11-08T05:36:12.000Z","18","","true","224","46","320","0.000070898554912733","1.258308022307463","Adadelta","3","0.000043801734368610454","11","0.7447983014861995","0.42686785105865177","0.3743064447289799","0.4966024915062288","0.82940519397909","0.7535021932927692","0.431953026947213","0.42744544652961475","0.4977174941262373","0.8253282159566879"
"11/08-00:21:35 - Trial_33","finished","-","","","2024-11-08T05:35:50.000Z","20","","true","128","46","384","0.0000803960856660376","1.3582925006413258","RMSprop","3","0.00001855289200938731","14","0.8059447983014862","0.7363413095537031","0.7370485036119712","0.735647288715193","0.546173798410516","0.8986840243384746","0.8671513306994494","0.8563946823431562","0.8801158746059825","0.3577394677059991"
"11/08-00:21:35 - Trial_32","finished","-","","","2024-11-08T05:35:27.000Z","21","","true","160","46","384","0.00008523237074867515","1.59594139594597","RMSprop","6","0.000025114259452563333","19","0.7932059447983015","0.719365776466987","0.723343665709129","0.7158131503874894","0.546266480286916","0.9201924437526532","0.8939987213214856","0.8847867225848627","0.9045603009452572","0.28282190958658854"
"11/08-00:21:35 - Trial_31","finished","-","","","2024-11-08T05:35:05.000Z","20","","true","160","50","384","0.00029941291162864224","1.5754901214270889","RMSprop","7","0.000024275706606190867","14","0.79447983014862","0.7118686398861045","0.7186657063882833","0.7061993218339968","0.6432554324467977","0.964907315692656","0.9534243004832816","0.9452161532433682","0.9624884779539796","0.16096258875396516"
"11/08-00:21:35 - Trial_30","finished","-","","","2024-11-08T05:34:42.000Z","21","","true","96","31","512","0.0011861591403823824","2.620147899768095","Adagrad","3","0.000016063973593651447","15","0.8089171974522293","0.7096492612392244","0.7527996641694652","0.6894512117211125","0.4260218524932861","0.921041460308476","0.8878396394108685","0.9074951783762109","0.8719891640192272","0.22986368210734548"
"11/08-00:21:35 - Trial_29","finished","-","","","2024-11-08T05:34:19.000Z","21","","true","64","41","448","0.015097056504253775","2.1262075222816574","Adagrad","4","0.00007538049608384775","13","0.7821656050955414","0.7036813838135666","0.7087869854590176","0.6993205911806347","0.6519462683716336","0.9920758454789868","0.9892080508215748","0.9882406827818572","0.9901846763546064","0.07079376404484113"
"11/08-00:21:35 - Trial_28","finished","-","","","2024-11-08T05:33:38.000Z","40","","false","32","56","384","0.003747916221464434","3.1726871778386156","RMSprop","6","0.0000479247933327188","27","0.78895966029724","0.7129232899714282","0.7156937265632918","0.7103735296340875","0.9147086793909202","0.9998584972406962","0.9998076301865502","0.9997087944088526","0.9999065595215848","0.03280956423483216"
"11/08-00:21:35 - Trial_27","finished","-","","","2024-11-08T05:33:15.000Z","22","","true","96","60","320","0.0007557615157502848","3.742361486173735","SGD","4","0.00018816220439335992","11","0.7643312101910829","0.4332129963898917","0.3821656050955414","0.5","0.5507778406143189","0.7533606905334654","0.4296666935679122","0.3766803452667327","0.5","0.563035762793309"
"11/08-00:21:35 - Trial_26","finished","-","","","2024-11-08T05:32:54.000Z","19","","false","128","37","448","0.000020494056445868406","1.184071120546041","Adagrad","8","0.000019024479536422547","12","0.7367303609341825","0.46191979763673674","0.5548437728135495","0.5085612535612536","0.8307387232780457","0.7525116739776425","0.4641995908470172","0.5625835512932287","0.5087400820616368","0.8178868293762207"
"11/08-00:21:35 - Trial_25","finished","-","","","2024-11-08T05:32:29.000Z","23","","true","64","46","384","0.08909240455848301","2.663392407491304","RMSprop","9","0.00004522344410224648","17","0.770276008492569","0.43692681381069626","0.8850892098555649","0.5009225092250923","0.4920863106444075","0.7561907457195415","0.4486607210573776","0.8775234574921809","0.5093963553530751","0.4137996502287753"
"11/08-00:21:35 - Trial_24","finished","-","","","2024-11-08T05:31:58.000Z","29","","true","32","52","384","0.00005028338486935787","1.8912650750451891","RMSprop","6","0.000010142924147870084","18","0.7906581740976646","0.6997174897947941","0.7113804773313434","0.6911138927358167","0.49128056015517263","0.9228809961794257","0.8942748699385579","0.9001328599027143","0.888826438167398","0.24743191830443045"
