"Name","State","Notes","User","Tags","Created","Runtime","Sweep","balanced","batch_size","epochs","hidden_layer","learning_rate","minority_weight","optimizer","remove_frequency","threshold","weight_decay","Epoch","Test Accuracy","Test F1-score","Test Precision","Test Recall","Test loss","Train Accuracy","Train F1-score","Train Precision","Train Recall","Train loss"
"11/07-22:54:51 - Trial_29","finished","-","","","2024-11-08T04:09:57.000Z","29","","false","160","23","384","0.0016255384591839634","","SGD","6","0.2588919490360792","0.0008109758188234303","23","0.5639065817409766","0.5369712185604743","0.567836129058322","0.5901964846852447","0.5506244202454885","0.5641715013442762","0.5356657264938449","0.5697257162344445","0.5951056995339646","0.5370257086224026"
"11/07-22:54:51 - Trial_28","finished","-","","","2024-11-08T04:09:29.000Z","26","","false","128","24","384","0.0015576000812885069","","RMSprop","4","0.27267383580533483","0.0006461089731895596","15","0.7749469214437368","0.7195052559476617","0.7086675392802967","0.7391557788360341","0.5874335059994146","0.9828781661242394","0.9772373091583876","0.9673484941820456","0.9882978324858348","0.09126505827797313"
"11/07-22:54:51 - Trial_27","finished","-","","","2024-11-08T04:09:02.000Z","25","","false","128","39","320","0.013621664999241674","","RMSprop","5","0.12065520727737514","0.0016918921378623116","12","0.6475583864118896","0.6302873644963896","0.6746602418128979","0.7401576576576576","0.43404799386074666","0.7048252440922598","0.6895621538526333","0.7217378717833458","0.7971485598937555","0.3274875602551869"
"11/07-22:54:51 - Trial_26","finished","-","","","2024-11-08T04:08:31.000Z","29","","false","160","29","384","0.00006945905017033302","","RMSprop","6","0.4982910641833195","0.0005687933294213767","23","0.7876857749469215","0.6816831137149568","0.7232895571333551","0.6645014245014245","0.4553488314151764","0.9139663223432856","0.8758716385927319","0.8994664086686168","0.857609151344553","0.2370379086997774"
"11/07-22:54:51 - Trial_25","finished","-","","","2024-11-08T04:08:03.000Z","27","","false","128","37","384","0.00009505931478869197","","RMSprop","5","0.4714644222640554","0.00049553891234973","17","0.8089171974522293","0.718035810449823","0.729665788614541","0.709041709832432","0.4153530911395424","0.9179283996037922","0.8868201716261319","0.899644724062827","0.8758296058080342","0.24177274613508157"
"11/07-22:54:51 - Trial_24","finished","-","","","2024-11-08T04:07:31.000Z","30","","false","96","26","448","0.0030343054562652484","","RMSprop","1","0.3730644536679435","0.00017150120231219275","13","0.7643312101910829","0.6941659348550802","0.6864038616251005","0.7056922694506587","0.7127474451065063","0.9977359558511392","0.9969467100011772","0.9957961070427466","0.998110455171028","0.04735540392229686"
"11/07-22:54:51 - Trial_23","finished","-","","","2024-11-08T04:07:02.000Z","28","","false","64","33","448","0.01919706330089543","","RMSprop","3","0.5191336753950867","0.00003772279348152958","13","0.7859872611464969","0.6898809187877419","0.7225643326128623","0.6743200713983748","0.7659982547566697","0.9879722654591764","0.9832512128472938","0.989602672276655","0.9772613282829752","0.1241242353644994"
"11/07-22:54:51 - Trial_22","finished","-","","","2024-11-08T04:06:32.000Z","28","","false","96","41","384","0.0006308304488113567","","RMSprop","1","0.25729787861366826","0.00015591657475382895","13","0.7507430997876858","0.6929084951131179","0.6833075067296037","0.7131946002181262","0.7012722492218018","0.9869817461440498","0.9825913067171396","0.9746832676598924","0.991208378119686","0.05362409343187873"
"11/07-22:54:51 - Trial_21","finished","-","","","2024-11-08T04:06:03.000Z","27","","false","96","36","448","0.00012451542377742524","","RMSprop","2","0.4032660462941986","0.00003293582648591013","13","0.7779193205944799","0.7054702029101815","0.6987805688463583","0.7142558694787107","0.44595336556434634","0.9404273383330974","0.921241533557574","0.9136306205570152","0.9296752942893834","0.1947428714987394"
"11/07-22:54:51 - Trial_20","finished","-","","","2024-11-08T04:05:37.000Z","24","","false","256","20","320","0.0008124508563693118","","SGD","3","0.5653534344354698","0.002338245517060376","11","0.7414012738853503","0.42574981711777615","0.37070063694267513","0.5","0.595065051317215","0.761001839535871","0.43214142225793495","0.3805009197679355","0.5","0.5859678302492414"
"11/07-22:54:51 - Trial_19","finished","-","","","2024-11-08T04:05:10.000Z","25","","false","128","30","384","0.0037739697490381183","","RMSprop","5","0.22466134449474215","0.0004765511488151843","13","0.7528662420382166","0.7017430473952213","0.691233140655106","0.7302623545624226","0.5811065419724113","0.9591057025612","0.947087759768274","0.9288223602430256","0.9708184187954324","0.12927360340420688"
"11/07-22:54:51 - Trial_18","finished","-","","","2024-11-08T04:04:38.000Z","30","","false","64","42","320","0.00838289764353124","","RMSprop","1","0.3595432564125588","0.00017359575674452985","13","0.7664543524416136","0.6924857549857549","0.6931271831283836","0.6918603330380063","0.6697436627503988","0.9939153813499364","0.9916984618519924","0.9892746856528982","0.9941805757813376","0.10234361927251558"
"11/07-22:54:51 - Trial_17","finished","-","","","2024-11-08T04:04:02.000Z","35","","false","64","31","320","0.00838211117600323","","RMSprop","3","0.11574954745481496","0.0008002673907335429","26","0.746072186836518","0.6999869623458915","0.6906402344739488","0.741139613740233","0.6694136189447867","0.9622187632658836","0.9513188454132264","0.9330827067669172","0.9749953174751826","0.07696617945088996"
"11/07-22:54:51 - Trial_16","finished","-","","","2024-11-08T04:03:31.000Z","29","","false","128","20","384","0.007068420575723507","","SGD","4","0.30800063884981177","0.00030283674587396785","20","0.7104033970276008","0.6525454602094449","0.6463973369051371","0.685073867190457","0.473841108773884","0.7300127352483373","0.6741079430266856","0.6656436282710465","0.7002847262155772","0.4713043464081628"
"11/07-22:54:51 - Trial_15","finished","-","","","2024-11-08T04:03:01.000Z","29","","false","96","33","384","0.008795718272610713","","RMSprop","2","0.33324365303006914","0.0002700403694145445","14","0.7796178343949045","0.7106102130329522","0.7051579048205046","0.7173608183436389","0.6112941908836365","0.9833026744021508","0.9776799403018313","0.9710327959768884","0.984828538182482","0.12502778321504593"
"11/07-22:54:51 - Trial_14","finished","-","","","2024-11-08T04:02:21.000Z","38","","false","32","27","384","0.0034592886919998273","","RMSprop","2","0.29229951488501626","0.00028531504249038276","17","0.7626326963906582","0.6976165029041743","0.6899923023117669","0.7090491402581933","0.7370876788690284","0.9967454365360124","0.995580735835311","0.9945108763476742","0.9966618136461936","0.07217639015894804"
"11/07-22:54:51 - Trial_13","finished","-","","","2024-11-08T04:01:51.000Z","28","","false","96","32","384","0.004512974358526382","","RMSprop","2","0.3488910455433549","0.00025103356916001123","12","0.7762208067940553","0.712010564613233","0.701672364392947","0.7291136092319936","0.627275002002716","0.9916513372010756","0.9888378504309492","0.984925485157471","0.9929133661030544","0.08462016213987325"
"11/07-22:54:51 - Trial_12","finished","-","","","2024-11-08T04:01:21.000Z","29","","false","96","36","448","0.00032057277655239626","","RMSprop","2","0.4263106125027938","0.00007546696232979478","14","0.7817409766454353","0.7060539096648859","0.7035377602817776","0.7088032874318316","0.5962623572349548","0.9885382764963916","0.9845993489254072","0.9813915068824688","0.9879160101597048","0.07205202777844828"
"11/07-22:54:51 - Trial_11","finished","-","","","2024-11-08T04:00:43.000Z","36","","false","128","38","448","0.00040765524292852033","","Adagrad","2","0.4873823093911754","0.00006042679400988378","28","0.8067940552016986","0.6978750808161779","0.7314334959653259","0.6802100711345578","0.4212446400993749","0.8829772180557521","0.8316551441755216","0.8616764696320638","0.8108666541282679","0.30260948783585"
"11/07-22:54:51 - Trial_10","finished","-","","","2024-11-08T04:00:14.000Z","28","","true","96","60","384","0.0016850557340055286","","RMSprop","6","0.4446438878567939","0.00007624459552975447","13","0.7753715498938429","0.6914853019075338","0.6852439786852053","0.699532810366523","0.7180159974098206","0.9984434696476582","0.997922075575376","0.998205171272042","0.997639781022288","0.033279713117391675"
"11/07-22:54:51 - Trial_9","finished","-","","","2024-11-08T03:59:31.000Z","41","","true","224","34","512","0.0243952967643688","","SGD","0","0.19769403993474155","0.003541197280899038","34","0.6288747346072187","0.6144839857651245","0.6527542101555996","0.6967998042590531","0.4693942368030548","0.6616669025045988","0.6423097936180996","0.6773109743406773","0.7432105362592294","0.4208550425246358"
"11/07-22:54:51 - Trial_8","finished","-","","","2024-11-08T03:59:04.000Z","26","","true","96","59","512","0.0002711705275438531","","RMSprop","10","0.4229389702815025","0.00010092588729555306","12","0.7830148619957538","0.7041318355920005","0.7045002246270009","0.7037678763556973","0.4808360552787781","0.9463704542238572","0.9284060584606796","0.9226978250321708","0.9345424834475146","0.16990141661183253"
"11/07-22:54:51 - Trial_7","finished","-","","","2024-11-08T03:58:38.000Z","24","","false","192","45","256","0.00004324719740886526","","Adadelta","4","0.7150560436241135","0.000015486885128063133","11","0.7422505307855626","0.42602973434072633","0.3711252653927813","0.5","0.703381359577179","0.7607188340172634","0.43205014867797153","0.3803594170086317","0.5","0.7038300359571302"
"11/07-22:54:51 - Trial_6","finished","-","","","2024-11-08T03:58:12.000Z","24","","true","192","51","256","0.023897533212712617","","Adadelta","7","0.6475061703128641","0.000016714390250853327","11","0.7588110403397028","0.4314340898116852","0.3794055201698514","0.5","0.5314683134739215","0.7552002264044149","0.4302644308287649","0.37760011320220743","0.5","0.5277503237530992"
"11/07-22:54:51 - Trial_5","finished","-","","","2024-11-08T03:57:44.000Z","27","","true","192","57","512","0.049950828585100346","","Adagrad","0","0.6391049076924464","0.007683404473737224","11","0.7575371549893843","0.4310219859869534","0.37876857749469217","0.5","0.4354344743948717","0.7557662374416301","0.43101558908174664","0.8778658363996603","0.5002895193977996","0.3867679125553853"
"11/07-22:54:51 - Trial_4","finished","-","","","2024-11-08T03:57:14.000Z","28","","true","32","51","320","0.000010251232726027112","","Adagrad","9","0.1812119778333937","0.001204346584609636","11","0.23524416135881104","0.19044345135785495","0.11762208067940552","0.5","0.6439742888953235","0.2467808122258384","0.1979344001815912","0.1233904061129192","0.5","0.6448049178490272"
"11/07-22:54:51 - Trial_3","finished","-","","","2024-11-08T03:56:45.000Z","28","","false","160","47","448","0.05328140585325106","","Adagrad","0","0.5759394170488242","0.000010034866720328124","12","0.7821656050955414","0.692039075705547","0.7039460916442049","0.683526827555026","0.685226559638977","0.9995754917220886","0.9994228905596508","0.9995217437517944","0.99932413087378","0.029554244275722237"
"11/07-22:54:51 - Trial_2","finished","-","","","2024-11-08T03:56:20.000Z","24","","false","224","53","256","0.0001825874182098359","","Adadelta","4","0.8578453609468228","0.0003607572150808626","11","0.7481953290870488","0.42798153995627886","0.3740976645435244","0.5","0.6833591569553722","0.75873779538701","0.4314104111352482","0.379368897693505","0.5","0.6841397602111101"
"11/07-22:54:51 - Trial_1","finished","-","","","2024-11-08T03:55:52.000Z","26","","true","64","47","448","0.00002575627389196648","","Adadelta","8","0.3319985576783637","0.00008251368707215365","11","0.24713375796178344","0.19816138917262513","0.12356687898089172","0.5","0.6919686327109466","0.24281873496533185","0.19537743367869748","0.12140936748266593","0.5","0.6913076408274539"
"11/07-22:54:51 - Trial_0","finished","-","","","2024-11-08T03:55:19.000Z","31","","false","160","25","512","0.0015443308333219468","","RMSprop","9","0.7687270790110576","0.001013814737657834","25","0.7910828025477707","0.6360599260724149","0.7402556362051842","0.6193130754669531","0.5850402454535166","0.9581151832460733","0.939486895604313","0.9737681673165544","0.9140034863451482","0.08166545397705502"
"11/07-22:44:25 - Trial_3","crashed","-","","","2024-11-08T03:49:40.000Z","92","","false","64","54","384","0.009691625378813755","","Adadelta","0","0.3826535491619918","0.0012607708095218964","4","0.7358811040339702","0.4806050866881496","0.5456989247311828","0.5121723809394447","0.5343483315931784","0.739068911843781","0.4735180748903691","0.5342002838156885","0.5083011011381512","0.5334273085400865"
"11/07-22:44:25 - Trial_2","finished","-","","","2024-11-08T03:48:29.000Z","69","","true","256","39","384","0.001411050506253368","","SGD","6","0.8134995350818555","0.007236290991943978","11","0.7481953290870488","0.42798153995627886","0.3740976645435244","0.5","0.5749167978763581","0.75873779538701","0.4314104111352482","0.379368897693505","0.5","0.5684373421328408"
"11/07-22:44:25 - Trial_1","finished","-","","","2024-11-08T03:46:16.000Z","131","","false","256","42","320","0.00007405130832813314","","Adagrad","1","0.872406916608416","0.0009320930447592238","11","0.7528662420382166","0.4295058139534884","0.3764331210191083","0.5","0.5710800766944886","0.7571812650346682","0.43090674826864234","0.3785906325173341","0.5","0.5649237781763077"
"11/07-22:44:25 - Trial_0","finished","-","","","2024-11-08T03:45:08.000Z","66","","true","224","22","320","0.000016568307115572815","","RMSprop","7","0.48202700048602354","0.008941471398527436","11","0.7549893842887474","0.4301959835470603","0.3774946921443737","0.5","0.5362606184049086","0.756615253997453","0.4312929340793799","0.8782904047551656","0.5002905287623475","0.525829428806901"
"11/07-22:40:02 - Trial_1","finished","-","","","2024-11-08T03:42:08.000Z","178","","false","192","30","256","0.017690250651916546","","Adagrad","10","0.8844961348008918","0.00004749124543364383","10","0.7740976645435245","0.5416973942969519","0.7675478640991589","0.5562285950192172","0.6305120931221888","0.8294891750389133","0.678856181055025","0.9080994508846858","0.6488927738927739","0.10242956091423291"
"11/07-22:40:02 - Trial_0","finished","-","","","2024-11-08T03:40:46.000Z","79","","true","224","40","320","0.000018347199784053368","","RMSprop","3","0.6284343700263546","0.00001300174651403756","11","0.7549893842887474","0.4301959835470603","0.3774946921443737","0.5","0.48584492910992017","0.7564737512381492","0.43067751550793526","0.3782368756190746","0.5","0.45971322897821665"
"11/07-22:28:53 - Trial_4","finished","-","","","2024-11-08T03:39:34.000Z","70","","true","224","29","448","0.025097290771348982","","Adadelta","8","0.8863394396653909","0.00925067857448882","5","0.764755838641189","0.4333493743984601","0.3823779193205945","0.5","0.526639315215024","0.7532191877741616","0.4296206618240517","0.3766095938870808","0.5","0.5341060124337673"
"11/07-22:28:53 - Trial_3","finished","-","","","2024-11-08T03:37:59.000Z","92","","true","256","20","448","0.001422265467602105","","SGD","3","0.6916466030317506","0.008360451910890404","11","0.7532908704883228","0.42964398159360623","0.3766454352441614","0.5","0.5685462117195129","0.7570397622753644","0.4308609164854635","0.3785198811376822","0.5","0.569808521441051"
"11/07-22:28:53 - Trial_2","finished","-","","","2024-11-08T03:36:59.000Z","58","","false","160","51","256","0.00003037409694505339","","SGD","10","0.3340054689669433","0.000011758673681240008","11","0.25180467091295117","0.20115332428765265","0.12590233545647558","0.5","0.6713959693908691","0.24126220461298992","0.1943684450524396","0.12063110230649496","0.5","0.669463676876492"
"11/07-22:28:53 - Trial_1","finished","-","","","2024-11-08T03:32:23.000Z","273","","false","32","34","448","0.0001230259426381945","","SGD","1","0.48135725193141365","0.00003325678797716242","11","0.7515923566878981","0.4340637604859491","0.5432651321398124","0.5008852722103023","0.5864411193776775","0.7557662374416301","0.43661746616557184","0.5506951847903341","0.501242878158408","0.5840671636939588"
"11/07-22:28:53 - Trial_0","finished","-","","","2024-11-08T03:29:37.000Z","164","","true","96","40","384","0.02416619744841458","","RMSprop","9","0.54095839574033","0.0002742981546336488","19","0.7953290870488323","0.6638002118297684","0.7359176329468212","0.6437826662481748","0.5653119206428527","0.910711758879298","0.86412698325642","0.9267656794494008","0.8282994035302125","0.2589952643658664"
