"Name","State","Notes","User","Tags","Created","Runtime","Sweep","balanced","batch_size","epochs","hidden_layer","learning_rate","minority_weight","optimizer","remove_frequency","threshold","weight_decay","Epoch","Test F1-score","Test loss","Train F1-score","Train loss"
"11/07-02:34:17 - Trial_21","finished","-","","","2024-11-07T07:50:37.000Z","43","","true","160","57","256","0.00038071490313354136","1.1057770316535176","Adagrad","2","0.38794610251374095","0.0001621330419799227","57","0.652308547762396","0.6647141853968302","0.8471682947859329","0.4192560209168328"
"11/07-02:34:17 - Trial_20","finished","-","","","2024-11-07T07:49:54.000Z","42","","true","224","55","256","0.0004310827151649948","2.8365923825137607","Adagrad","3","0.748494678523465","0.00009682929893796357","55","0.6865884658951935","0.4559941589832306","0.7983181891033504","0.3061976470053196"
"11/07-02:34:17 - Trial_19","finished","-","","","2024-11-07T07:49:06.000Z","47","","true","192","45","320","0.0020523004524975784","2.219609397218153","Adadelta","1","0.4754192063355976","0.00003292965480878645","45","0.6184109504404436","0.6342971600019015","0.7064264247500329","0.6347883504790228"
"11/07-02:34:17 - Trial_18","finished","-","","","2024-11-07T07:48:28.000Z","37","","true","96","32","384","0.010860991996104954","3.441214818759712","RMSprop","6","0.5096345420009922","0.000010285984570861693","32","0.6817334502073609","1.323548924922943","0.9983013470163526","0.0743777595233877"
"11/07-02:34:17 - Trial_17","finished","-","","","2024-11-07T07:47:46.000Z","41","","true","192","51","320","0.00001649070973485325","3.85712126551949","Adagrad","4","0.6946666070144568","0.00033932229095428657","51","0.4311594202898551","0.657165949161236","0.32855106888361046","0.6675440910700206"
"11/07-02:34:17 - Trial_16","finished","-","","","2024-11-07T07:47:02.000Z","42","","true","192","44","320","0.00008311073655225022","3.0045138784562506","Adagrad","0","0.6331752943245746","0.0017282269154282495","44","0.6169968595597886","0.5722304215798011","0.5939162560994261","0.5381424491469925"
"11/07-02:34:17 - Trial_15","finished","-","","","2024-11-07T07:46:22.000Z","38","","true","192","45","320","0.00012699875428674","2.947712632570564","Adagrad","2","0.5660687568070466","0.00015033715668760848","45","0.738985805497369","0.5221896905165452","0.7978621726739799","0.48765498399734497"
"11/07-02:34:17 - Trial_14","finished","-","","","2024-11-07T07:45:47.000Z","33","","true","128","31","256","0.0010350224058893788","1.6017432817745036","RMSprop","6","0.15279381328433012","0.000028801074801422608","31","0.687518673045086","1.6133025759144832","0.9991508977391076","0.007450429462811111"
"11/07-02:34:17 - Trial_13","finished","-","","","2024-11-07T07:45:06.000Z","39","","true","192","46","320","0.0012043985695612696","1.776777854812042","Adagrad","3","0.29667286539346704","0.0008598718856258514","46","0.6905568654200711","0.6182778959090893","0.9156866187140528","0.16987423880680189"
"11/07-02:34:17 - Trial_12","finished","-","","","2024-11-07T07:44:21.000Z","43","","true","160","60","256","0.0001674813490191247","1.8652433609062564","Adagrad","2","0.42944133934596584","0.0000726090578189779","60","0.665986105893865","0.5595094243685405","0.8039069916798064","0.4774482362800174"
"11/07-02:34:17 - Trial_11","finished","-","","","2024-11-07T07:43:35.000Z","44","","true","160","60","256","0.0002142344355256126","1.8604531168790317","Adagrad","2","0.48383999845991293","0.0001631805466188547","60","0.6886536691490253","0.5420406897862752","0.8576816008550301","0.4417216261227926"
"11/07-02:34:17 - Trial_10","finished","-","","","2024-11-07T07:42:50.000Z","44","","true","160","59","256","0.0004079288218207836","1.86037106246856","Adagrad","2","0.398750372832763","0.0001272851023301855","59","0.6984920427282393","0.5074271281560262","0.8839231187802374","0.3215271578894721"
"11/07-02:34:17 - Trial_9","finished","-","","","2024-11-07T07:41:22.000Z","86","","true","32","49","384","0.0036573242255764538","1.3747293917403245","RMSprop","0","0.8706224143176889","0.006240535456652777","49","0.5681040373948849","0.7369076863333985","0.6399493917980181","0.4807900714928208"
"11/07-02:34:17 - Trial_8","finished","-","","","2024-11-07T07:40:45.000Z","35","","false","256","39","512","0.007307497102984147","2.3535605338049956","SGD","6","0.25374223702226956","0.000013888208896156215","39","0.6386276742290067","0.47620151937007904","0.6338459798233003","0.4698517056448119"
"11/07-02:34:17 - Trial_7","finished","-","","","2024-11-07T07:39:53.000Z","50","","false","64","53","384","0.04005996156510051","2.676215051484703","SGD","4","0.3823480871208338","0.0004807838468890723","53","0.6956237124514468","0.7469249617409062","0.9966941327798008","0.05681318395376742"
"11/07-02:34:17 - Trial_6","finished","-","","","2024-11-07T07:39:17.000Z","35","","false","224","38","448","0.03390679320588631","3.220793839976235","Adadelta","8","0.5739965580138421","0.0002468995143141256","38","0.641463377501256","0.4222905256531455","0.6927217909613771","0.3694874113425613"
"11/07-02:34:17 - Trial_5","finished","-","","","2024-11-07T07:38:43.000Z","33","","true","256","35","448","0.00005659967197014548","2.626687589444353","Adagrad","9","0.5841395599259843","0.00006092832855644624","35","0.4827553748258594","0.6267476141452789","0.4217559244179977","0.6254789041621345"
"11/07-02:34:17 - Trial_4","finished","-","","","2024-11-07T07:37:59.000Z","42","","true","128","53","320","0.0000255230789515729","1.180770805921886","SGD","10","0.3326686158295641","0.00002569827325192657","53","0.19044345135785493","0.8774233836876718","0.33574584077450886","0.9857579884784562"
"11/07-02:34:17 - Trial_3","finished","-","","","2024-11-07T07:37:08.000Z","50","","true","96","41","448","0.0004650934481476012","1.4613025594477496","Adagrad","1","0.801214317501115","0.0000698546524593713","41","0.6943780629967055","0.5878262794017792","0.8920149494497513","0.2779873144384977"
"11/07-02:34:17 - Trial_2","finished","-","","","2024-11-07T07:36:36.000Z","30","","false","224","25","320","0.00002828404679820385","3.8946778731285496","Adadelta","4","0.6916365643727045","0.0029099552603680566","25","0.42798153995627886","0.6858807368711992","0.4314104111352482","0.6851799339056015"
"11/07-02:34:17 - Trial_1","finished","-","","","2024-11-07T07:36:04.000Z","31","","false","224","21","256","0.003505815838429589","2.133277764051753","SGD","0","0.19149360091039416","0.0007531633305439846","21","0.4184202659318663","0.5358350331133063","0.4262011082777953","0.5312489224597812"
"11/07-02:34:17 - Trial_0","finished","-","","","2024-11-07T07:35:14.000Z","48","","true","192","45","256","0.0007983838952507849","1.758500491556484","Adagrad","1","0.4249636166763709","0.00006613848816626988","45","0.7020872865275143","0.563340235214967","0.94156640356198","0.20305127509542417"
